blockNumber,timeStamp,blockReward
9083254,1575982894,2225035454381955830
9083049,1575979978,2113732442500000000
9083014,1575979583,2101131777096210900
9082963,1575978834,2000000000000000000
9082943,1575978534,2059093918859575558
9082571,1575972851,2070699306291050200
9081949,1575963816,2170890065020233138
9081883,1575962739,2177519895834987979
9081714,1575960122,2169323010164327821
9081587,1575958321,2112361677668049450
9081456,1575956445,2119804903486121985
9081453,1575956434,2115370367617300000
9081385,1575955278,2058877939744644712
9081379,1575955173,2068823503869600000
9081076,1575950349,2119844231657118750
9080842,1575946482,2187198645142666360
9080800,1575945912,2203216426024690762
9080701,1575944257,2025421587916000000
9080667,1575943698,2022195789018227800
9080451,1575940314,2104076236300958344
9080138,1575935774,2041926091826367225
9079968,1575933269,2162504058228737619
9079917,1575932278,2014871099800000000
9079914,1575932251,2036592591720000000
9079889,1575931752,2002009580000000000
9079801,1575930464,2032935501600284742
9079638,1575927856,2043465366850000000
9079459,1575925612,2096855080919288955
9079454,1575925515,2142291099167690461
9079106,1575920080,2089343488139960740
9079041,1575918925,2033912012493620700
9078934,1575917300,2013682259800000000
9078887,1575916659,2087479378400000000
9078639,1575913003,2062125453587584000
9078619,1575912786,2096526930146480000
9078419,1575909652,2039301217147141198
9078349,1575908397,2017899188100000000
9077679,1575898593,2125243110125105330
9077419,1575894886,2122714427432725383
9077320,1575893141,2111304901648675964
9077279,1575892487,2038869297901559733
9077164,1575890936,2023057210454455773
9077144,1575890631,2086142740550799099
9077134,1575890435,2113333517119060789
9076984,1575888164,2065215408109476500
9076760,1575884743,2152726516832452249
9076730,1575884264,2000000000000000000
9076625,1575882642,2148813875094673700
9076585,1575882126,2112946500896822000
9076569,1575881840,2071121653838763947
9076520,1575881263,2042631409160160083
9076459,1575880378,2183605050030806760
9076384,1575879011,2300368316572917425
9076227,1575876579,2144951943824294440
9076212,1575876342,2086659300335937500
9075890,1575871107,2059373716818009690
9075784,1575869443,2113888175663188615
9075625,1575866839,2138644921254350976
9075548,1575865589,2123408883106971269
9075329,1575862125,2044978304815269610
9075308,1575861755,2188408294658437500
9075280,1575861359,2030728021876900000
9075032,1575857589,2000000000000000000
9074955,1575856390,2179644032938500000
9074809,1575854171,2051965787068032436
9074802,1575854070,2061023136475000000
9074788,1575853853,2075380391797988763
9074780,1575853692,2103137061704631545
9074643,1575851568,2043472970653100000
9074589,1575850812,2104412159701469254
9074507,1575849559,2071651638933081000
9074433,1575848549,2046188575755552040
9073943,1575840835,2087310449545057660
9073638,1575836426,2028852193720000000
9073614,1575835944,2018774818080000000
9073589,1575835625,2050990771618919112
9073397,1575832610,2039868582909417952
9073345,1575831821,2028294285500000000
9073177,1575829242,2014458675600000000
9073098,1575828214,2037812735824000000
9073034,1575827270,2025498945814620898
9073007,1575826791,2134922640517219304
9072985,1575826390,2031339861608153000
9072800,1575823618,2033814117600000000
9072766,1575823151,2038596101214588000
9072731,1575822617,2017815680800000000
9072407,1575817843,2147963777705981000
9072169,1575814375,2019908982390000000
9072106,1575813592,2014305652200000000
9071952,1575811371,2116684392883770500
9071767,1575808568,2076171224256250000
9071559,1575804975,2085683298281287615
9071529,1575804332,2049633667119472895
9071500,1575803878,2052238542756250000
9071201,1575798935,2032783968610989459
9071114,1575797516,2032487756400000000
9071110,1575797478,2098845356302262982
9071040,1575796592,2028863273215063740
9071033,1575796501,2117078525574474250
9070995,1575795820,2070139717510098536
9070910,1575794516,2038285244540000000
9070876,1575793974,2018415754105600000
9070781,1575792591,2176704329389100000
9070772,1575792478,2023924697500000000
9070767,1575792418,2088549460200000000
9070641,1575790496,2118600099256037385
9070521,1575788853,2087335295802459426
9070471,1575788028,2138274126548840812
9070331,1575785761,2048894128420945408
9070292,1575785197,2026598369741614936
9070149,1575783093,2067753273431375000
9070141,1575782918,2057892149421250000
9070052,1575781444,2022698188000000000
9069936,1575779442,2050944360632525848
9069931,1575779373,2000000000000000000
9069772,1575776788,2100550532700972920
9069588,1575774125,2044384721150038460
9069540,1575773370,2108937361300036545
9069463,1575772086,2033411495959375000
9069342,1575770057,2028653071946875000
9069291,1575769181,2014611183400000000
9069270,1575768909,2055119045613536584
9069240,1575768473,2041127611800351678
9069233,1575768389,2049169776527914700
9069187,1575767754,2056881466533986382
9069035,1575765224,2040910389272744400
9068999,1575764708,2000000000000000000
9068972,1575764398,2015988731270119585
9068835,1575762467,2027777690505150860
9068814,1575762246,2025952692665172740
9068811,1575762191,2050058819175747859
9068788,1575761831,2019282445150000000
9068781,1575761746,2032311380017078000
9068772,1575761529,2070034410438302951
9068748,1575761209,2060265782911011000
9068563,1575758298,2078776842273695861
9068554,1575758202,2021354089390000000
9068541,1575757954,2087871335231753139
9068524,1575757701,2017517207700000000
9068370,1575755160,2027990936984645138
9068338,1575754692,2014057804550000000
9068289,1575753889,2002986678139250000
9068260,1575753533,2020375343277200000
9068042,1575750067,2132125063961025760
9067995,1575749349,2030831705579971970
9067977,1575749086,2020919808349400000
9067904,1575747896,2115450144734746700
9067893,1575747653,2082794342400000000
9067885,1575747519,2019276497600000000
9067875,1575747392,2093818406770931104
9067751,1575745571,2054528202662000000
9067670,1575744504,2056828750395093383
9067637,1575743967,2043039564200000000
9067586,1575743327,2071737979966300000
9067520,1575742270,2059904585644400000
9067140,1575736349,2032730962420734956
9067086,1575735682,2000000000000000000
9066938,1575733428,2097799572238221000
9066757,1575730384,2082198117567715170
9066628,1575728459,2034412823720000000
9066589,1575727650,2051175182905147100
9066443,1575725693,2032998133760000000
9066179,1575721696,2088464595445760000
9066037,1575719742,2062376806195000000
9065888,1575717090,2103784051700000000
9065856,1575716682,2175793773419590000
9065725,1575714768,2119295967858372961
9065582,1575712526,2021245583192132742
9065415,1575710122,2123347575840535100
9064971,1575703565,2054321018782591700
9064969,1575703545,2019432983281875485
9064756,1575700459,2115177004960995870
9064644,1575698598,2089639212188274331
9064594,1575697754,2102328518738260432
9064419,1575694819,2208807358312894506
9064406,1575694604,2054795473319308800
9064266,1575692352,2170019452752636883
9063945,1575687529,2116857499087063903
9063903,1575686885,2099382901873674945
9063892,1575686713,2075970826239500000
9063872,1575686343,2004624143000000000
9063797,1575685518,2234802506327090389
9063694,1575683903,2039208233698507148
9063667,1575683500,2088637250894963312
9063555,1575681780,2165989999763361410
9063480,1575680774,2073863529208621000
9063434,1575680099,2127281520427745008
9063324,1575678178,2157553429296509375
9063302,1575677855,2074452091740000000
9062896,1575671943,2015578381250000000
9062700,1575669148,2070292704100000000
9062651,1575668424,2032074189575147796
9062496,1575666041,2026138716062889806
9062351,1575664130,2000000000000000000
9062221,1575661952,2023244696000000000
9062127,1575660591,2032799186800000000
9062058,1575659427,2029029232705445544
9061996,1575658610,2063358353355026494
9061839,1575656063,2065303833389600000
9061807,1575655538,2060276474327841920
9061798,1575655329,2079652901882118931
9061786,1575655058,2052230346955224501
9061546,1575651705,2063435978557942743
9061396,1575649657,2053848856607524000
9061377,1575649303,2127881280889893696
9061183,1575646396,2097778125240000000
9061137,1575645614,2130945744224795074
9060880,1575641363,2010039510000014000
9060673,1575638339,2060514963320000000
9060668,1575638288,2133496498560693498
9060603,1575637334,2059807053136018900
9060574,1575636830,2074122008458548944
9060474,1575635638,2040319001909451000
9060199,1575631129,2095935690960509987
9060058,1575628539,2106384495613102000
9060002,1575627500,2076936161724513111
9059903,1575626004,2032931839038430000
9059840,1575625043,2039964428713024836
9059766,1575623871,2195421240040352880
9059354,1575617347,2103111402120204386
9059154,1575614267,2166041924182250000
9059145,1575614173,2140044100074970525
9058860,1575610060,2037430972690000000
9058812,1575609450,2098420392634898787
9058776,1575608938,2035413243811598788
9058639,1575606915,2027515719909462016
9058620,1575606659,2121330217769891783
9058584,1575606100,2156596341662382852
9058549,1575605505,2103899454940913204
9058544,1575605457,2127420810137102245
9058532,1575605237,2135338260604043471
9058245,1575600963,2173966095060864149
9058107,1575598654,2048052639419105312
9058059,1575597864,2066942216166274094
9058000,1575596839,2068746176455519900
9057531,1575589101,2016381745900000000
9057446,1575587814,2046298106600000000
9057414,1575587228,2107711088709699686
9057175,1575583605,2083014445367371528
9057170,1575583534,2021815457488753724
9056865,1575579172,2035441919245620392
9056838,1575578819,2014668601804000000
9056832,1575578795,2058554363407860893
9056797,1575578208,2039711501280410080
9056722,1575577130,2021590189672664298
9056689,1575576428,2006368826343900000
9056682,1575576324,2081352903033157714
9056621,1575575150,2147129445278813711
9056569,1575574465,2030538921611152745
9056549,1575574209,2108143975684271490
9056508,1575573494,2145832767344991988
9056486,1575573057,2059587777547811745
9056435,1575572067,2003561608956349000
9056343,1575570794,2015900932000000000
9056308,1575570382,2011383265620000000
9056306,1575570370,2016719094240108000
9056195,1575568814,2146025700900089689
9056167,1575568407,2059997302920956338
9056044,1575566743,2045284099651290106
9056035,1575566561,2040027921028056706
9055954,1575565511,2043236622009983888
9055934,1575565269,2085391034050109285
9055927,1575565152,2109116494938189124
9055865,1575564090,2050212524675698624
9055679,1575561275,2156951917100733000
9055650,1575560889,2102586032196266168
9055538,1575559243,2147712068560174625
9055442,1575557702,2087240736350000000
9055283,1575555008,2084946664098702336
9055216,1575553939,2126350562991087348
9055168,1575553267,2025647162934157876
9055084,1575552062,2047755610312125900
9054862,1575548470,2088865659083983885
9054740,1575546677,2149248067691497565
9054680,1575545884,2137545719062631313
9054580,1575544056,2058748944413725680
9054533,1575543032,2063128813120139930
9054507,1575542643,2043411834029687500
9054504,1575542607,2047873813671875000
9054280,1575539030,2153348294196138540
9054118,1575536585,2046504382597070425
9054097,1575536216,2126360304489408000
9054066,1575535777,2050247018675559874
9054014,1575535031,2036436750071541000
9054009,1575534984,2101489521297089711
9053765,1575531423,2000000000000000000
9053693,1575530346,2099516325078686364
9053644,1575529596,2097155283567136875
9053333,1575524869,2150839366500080489
9053242,1575523410,2057231801879856000
9053231,1575523242,2163507436560413333
9053177,1575522339,2074444655920186482
9053078,1575520824,2214844959765165437
9053018,1575519922,2111478746091991666
9053016,1575519874,2107054961280798648
9052960,1575518735,2083847257750756188
9052927,1575518349,2162180059016830153
9052915,1575518163,2117136502743772820
9052746,1575515631,2065249471137088324
9052608,1575513768,2129873126230221608
9052589,1575513427,2207610490618877541
9052531,1575512441,2164231050365564955
9052478,1575511588,2000000000000000000
9052458,1575511300,2054024655724979000
9052362,1575509767,2050416845998857631
9052341,1575509435,2129903491740403588
9052331,1575509238,2039438240663268640
9052319,1575509034,2101651328909375000
9052243,1575507779,2039412365382100000
9052134,1575506299,2057697916505186740
9052003,1575504165,2050302320745656243
9051939,1575503174,2047112803280000000
9051933,1575503071,2056609385850851056
9051877,1575502186,2038439031940000000
9051671,1575499329,3790829569381809839
9051263,1575492733,2090127421704422290
9051183,1575491593,2083520143816029828
9051130,1575490853,2051542368252000000
9051066,1575490048,2036561149950000000
9051059,1575489912,2172893572037513088
9050939,1575487957,2098494826200630000
9050827,1575485990,2032311672351429198
9050791,1575485438,2113994261541655310
9050788,1575485345,2065960133620138842
9050652,1575483250,2028227068725500000
9050650,1575483237,2030663164251010800
9050638,1575483155,2040724776416493000
9050535,1575481603,2079265657277377816
9050482,1575480664,2065352675181985280
9050445,1575479967,2051283899931801554
9050431,1575479749,2150230853241391932
9050340,1575478400,2079147896443404265
9050306,1575477878,2237629725396737960
9050283,1575477594,2065247765200000000
9050255,1575477128,2108947663222511406
9050243,1575476927,2077896093593045066
9050000,1575473517,2043748751758568512
9049971,1575473123,2091727381587025689
9049850,1575471296,2200280840512250401
9049682,1575468719,2162828635690440200
9049665,1575468430,2142521575253791967
9049502,1575466060,2146071938509767460
9049378,1575464289,2043731929476237865
9049335,1575463535,2099471307153794902
9049235,1575462111,2090909827752977402
9049116,1575460201,2154904338475936000
9049008,1575458292,2077455072985770000
9048896,1575456343,2152892158406577441
9048861,1575455787,2181486413596384456
9048711,1575453393,2069328156195810922
9048623,1575451952,2120157212281679078
9048575,1575451339,2168300764185074504
9048573,1575451331,2040460777625000000
9048488,1575450213,2309584525826015885
9048196,1575445447,2000000000000000000
9048157,1575444811,2087559175687890625
9048009,1575442545,2145178941066129386
9047958,1575441704,2239461581694565072
9047933,1575441267,2089140152384716880
9047705,1575438021,2022755738976421000
9047551,1575435775,2087930411791500000
9047415,1575433338,2210818173790489728
9047367,1575432593,2073384586242785044
9047105,1575428508,2208784749911575000
9047068,1575427784,2065797903359518404
9046988,1575426465,2198182584888432315
9046786,1575423244,2149647350900000000
9046702,1575421910,2089395981829504268
9046556,1575419712,2053663814868781355
9046354,1575416551,2061345629537000000
9046317,1575416008,2061901363571254620
9046290,1575415614,2044890831758000000
9046225,1575414668,2035823731400000000
9046087,1575412522,2028429521050000000
9046041,1575411930,2039455508738507292
9045906,1575409810,2044263338140696000
9045874,1575409283,2042347305914000000
9045825,1575408487,2023434435608590000
9045716,1575406697,2018459594000000000
9045664,1575405968,2028823243933484800
9045624,1575405410,2093038393300000000
9045601,1575405053,2075585164577166948
9045577,1575404736,2040740957620000000
9045561,1575404465,2055317656824282646
9045500,1575403713,2035257765700000000
9045338,1575401236,2055043373439991000
9044766,1575392390,2198250852893625998
9044531,1575388351,2121549403067968487
9044429,1575387000,2033083921434000000
9044404,1575386557,2129241794848775384
9044397,1575386481,2056487481299587790
9044119,1575382441,2044604821005609750
9044070,1575381927,2142434472695544790
9043976,1575380520,2034670072925890935
9043568,1575374528,2129552697086750000
9043466,1575372916,2204208335677815953
9043263,1575370136,2087573049898948416
9043179,1575368912,2150831264575121500
9043103,1575367698,2058748525099946875
9043043,1575366808,2099205326421689196
9042947,1575365447,2049228385439172071
9042843,1575363593,2032143637600000000
9042721,1575361972,2077818247361497526
9042484,1575358453,2120285197000000000
9042477,1575358333,2080868424450000000
9042392,1575357122,2088662353740000000
9042228,1575354672,2045560542971949164
9042192,1575354021,2084146739311525472
9041990,1575350818,2169964985866941380
9041956,1575350282,2000000000000000000
9041579,1575344265,2087225198301861963
9041571,1575344122,2111266798801207755
9041559,1575343918,2143303285675352143
9041485,1575342753,2143906516513260323
9041352,1575340420,2043111576880000000
9041251,1575338906,2196937761872829500
9040836,1575332177,2078067281883316011
9040563,1575327993,2018804058190000000
9040531,1575327644,2062477647124312000
9040158,1575321958,2018958016600000000
9040000,1575319535,2143362581633024154
9039894,1575317953,2116262704841069000
9039827,1575317112,2065819901852000000
9039825,1575317087,2056879961361734139
9039670,1575314336,2049278979977715388
9039539,1575312450,2075396843136687298
9039517,1575312023,2094302232349523508
9039421,1575310398,2143799657437492278
9039263,1575307922,2145649649204859551
9039243,1575307715,2069429743748946000
9039215,1575307161,2055455206982015039
9039123,1575305848,2031779034900000000
9039069,1575305183,2070853976322489056
9039048,1575304903,2116240488568839000
9038956,1575303581,2081205684269077295
9038808,1575301172,2255336074228310864
9038612,1575298169,2102004541528906250
9038475,1575295843,2180137299377680065
9038371,1575294402,2214277037876799945
9038252,1575292609,2167098520647532403
9037967,1575288226,2105228442330002993
9037742,1575284875,2036907556757090368
9037617,1575283071,2110350731140076798
9037464,1575280505,2122002180408192392
9037400,1575279602,2114233473589446592
9037261,1575277571,2113218533201241752
9037058,1575274609,2169651467405345034
9037037,1575274315,2157970647514168632
9037005,1575273905,2198099636114865545
9036755,1575270072,2028728294857473381
9036715,1575269656,2069207464201842736
9036515,1575266677,2437104289949047680
9036498,1575266333,2075428025047916000
9036358,1575264349,2106558042839020000
9036258,1575262695,2142145018657821860
9036244,1575262504,2128148506411718750
9036224,1575262153,2127217736644861152
9036196,1575261711,2080459045925163445
9036012,1575259000,2148158132611214192
9035941,1575257993,2182038742424219505
9035806,1575255950,2046827585115450925
9035610,1575252845,2065810003268279848
9035609,1575252844,2167652576894518953
9035520,1575251303,2061642698922765150
9035508,1575251098,2187326073495158000
9035450,1575250203,2299344416000000000
9035259,1575247237,2040494657740000000
9035138,1575245286,2121469358840800000
9035048,1575243896,2196977186337500000
9035012,1575243433,2124330380567917555
9034842,1575240962,2121573148988000000
9034603,1575237177,2052325613166062400
9034586,1575236853,2050733877900000000
9034440,1575234662,2046103108804324960
9034389,1575233777,2022852408500000000
9034301,1575232590,2092086167701801000
9034287,1575232204,2007022442000000000
9034231,1575231478,2081836782610934000
9033994,1575227774,2107747757539144382
9033983,1575227540,2074911688094209000
9033958,1575227161,2066109189557166960
9033781,1575224613,2071453184956303758
9033709,1575223536,2101070950712204110
9033691,1575223316,2068956084143749172
9033429,1575219360,2028742446600000000
9033274,1575216832,2036651509257876000
9033218,1575216009,2159242648465240225
9033174,1575215235,2195012183722343000
9033163,1575214952,2280529606287044082
9033109,1575214150,2095578213020925440
9033094,1575213969,2131637114023816960
9032951,1575211744,2125845704509595904
9032873,1575210383,2117578845789930000
9032683,1575207738,2036211483307752288
9032361,1575202453,2077086047931302652
9032259,1575200532,2236230844487864376
9032167,1575199236,2139915091733700564
9032009,1575196745,2240709086669595602
9031990,1575196477,2095934080699953000
9031942,1575195773,2082748026839789004
9031888,1575194874,2105336088480105000
9031697,1575192180,2190170904578859684
9031677,1575191811,2148236843800000000
9031673,1575191786,2106406425597520266
9031608,1575190930,2243122577923325384
9031452,1575188366,2168173629111999475
9031137,1575183433,2015040718690000000
9031079,1575182602,2193845769645603225
9030834,1575178810,2182028965403229272
9030617,1575175623,2057893224915434200
9030590,1575175219,2156315348043791846
9030442,1575173079,2192120689648022679
9030334,1575171291,2032408318628021128
9030100,1575167976,2099415901274210600
9030019,1575166761,2074425615164775604
9029995,1575166396,2034562587532047928
9029978,1575166195,2272269112777972899
9029766,1575162629,2091748552790863728
9029569,1575159499,2109166221005649549
9029465,1575157607,2046367858793127716
9029381,1575156323,2091657676776188400
9029336,1575155546,2061818853464082000
9029307,1575155220,2038510051962668680
9029280,1575154870,2034149929000000000
9029164,1575153342,2028412142700000000
9028936,1575150275,2119315961398500000
9028925,1575150062,2034920510992800000
9028539,1575144220,2021681614723295184
9028447,1575142995,2041122695656000000
9028410,1575142484,2076075888615870054
9028262,1575140433,2056675418170900000
9028241,1575140210,2041147009001200000
9027992,1575136010,2080295326634100000
9027935,1575135383,2041543015775038000
9027833,1575133512,2043566191826288000
9027652,1575130838,2053254910457720000
9027613,1575130244,2084960129885831912
9027487,1575128428,2162694965656411082
9027451,1575127892,2195321957766163104
9027428,1575127561,2010007416000000000
9027377,1575126912,2044957538571432562
9027338,1575126242,2083183181304566300
9027082,1575122097,2099167114802898792
9027075,1575122014,2032135923716207580
9026920,1575119639,2076187999421128200
9026720,1575116274,2149936359066990604
9026709,1575116074,2202382865139685520
9026444,1575112183,2106876085822190000
9026437,1575112048,2193334556570660000
9026323,1575110300,2125148401722600000
9025992,1575105514,2170860958918440000
9025874,1575103689,2054798235673566725
9025750,1575101835,2064242427880721135
9025708,1575101023,2081205760159375000
9025395,1575096545,2046036545514572012
9025331,1575095507,2195280159870334298
9025328,1575095435,2194034314090748423
9025119,1575092030,2025717808654828000
9025113,1575091892,2268353327148098075
9025049,1575091007,2108786990914513716
9024900,1575088627,2031155617840978422
9024805,1575087236,2049538302676950400
9024636,1575084847,2105485682151231200
9024624,1575084615,2055155348910431752
9024618,1575084554,2024277278209509504
9024539,1575083529,2203413410820544850
9024420,1575081575,2085922603735460520
9024378,1575080921,2063686487192032264
9024293,1575079337,2020037687443230700
9024236,1575078484,2012312587640000000
9024147,1575077254,2079674989571925184
9023882,1575073210,2058355066657472436
9023594,1575068628,2070005615687670900
9023580,1575068438,2028118072036188902
9023530,1575067634,2069468507547500000
9023517,1575067441,2023830609339614000
9023335,1575064467,2013718411084189740
9023136,1575061371,2033158297550000000
9022875,1575057618,2028120111623900000
9022869,1575057588,2024705404470688000
9022763,1575055982,2011709364000000000
9022761,1575055926,2074129826427587701
9022627,1575054035,2022259258198760352
9022368,1575050227,2024385931939686900
9022361,1575050152,2076470630750000000
9022154,1575047312,2046195876825188880
9022129,1575046921,2135784128872683228
9021474,1575036453,2120898714571393539
9021405,1575035229,2136244183034521436
9021235,1575032448,2367449547380548520
9021168,1575031398,2247355055132636440
9021045,1575029232,2241971113987304741
9020971,1575028287,2174767556853808112
9020881,1575026665,2123795030399458750
9020787,1575025024,2149638473709375000
9020533,1575021253,2297124441592281616
9020391,1575019198,2219604916819401874
9020333,1575018365,2114810872757403112
9020239,1575016896,2040954451837514082
9020141,1575015625,2025894933000000000
9020072,1575014569,2059670901793843750
9019965,1575012804,2081883296975000000
9019930,1575012292,2138070691439740828
9019788,1575010225,2122748097150666894
9019768,1575009935,2144222810712699560
9019587,1575007198,2144070280816251230
9019548,1575006758,2077566162906276624
9019542,1575006666,2162496274813704660
9019516,1575006228,2173067329635993360
9019502,1575006033,2040131582150061576
9019256,1575002301,2130799814100000000
9019206,1575001517,2171853574148816960
9019198,1575001273,2051033454500103223
9019067,1574999190,2069144174362900000
9018991,1574998096,2235091454737155217
9018962,1574997669,2153662702388611421
9018928,1574997110,2068094595454486664
9018874,1574996092,2276818728227997719
9018697,1574993495,2101638874921864470
9018685,1574993291,2049209449960469187
9018657,1574992630,2004048579000000000
9018485,1574990098,2091746418477073112
9018482,1574990074,2075923447878958528
9018373,1574988411,2073435301010000000
9018329,1574987780,2108141150108607059
9018287,1574987115,2207928756807062000
9018013,1574983169,2048196881653752900
9017989,1574982799,2072565505441368352
9017916,1574981688,2076879239586891288
9017892,1574981365,2085850506677923112
9017843,1574980673,2067684349533481903
9017721,1574978698,2015398997600000000
9017537,1574975879,2074822152642276304
9017475,1574974952,2048719117391079660
9017365,1574973328,2049377226668132937
9017126,1574969635,2089499276986045238
9017093,1574969010,2070156125800000000
9017022,1574968015,2141477604696611000
9017017,1574967972,2078057550422279000
9016776,1574963903,2056917350425888000
9016599,1574961206,2072679680135063112
9016486,1574959620,2119291082700000000
9016445,1574958986,2080799142500000000
9016280,1574956333,2141453740900000000
9016278,1574956313,2087767625980246480
9016072,1574953147,2077177555993119969
9016057,1574952957,2094137793496695428
9016022,1574952279,2074825800500000000
9015661,1574946960,2078760053000000000
9015641,1574946661,2058224130066147616
9015428,1574943633,2101444688121228788
9015385,1574942944,2208633322550564557
9015312,1574941782,2119524394148278132
9015158,1574939465,2133387249865585000
9014960,1574936656,2199762055767720028
9014936,1574936298,2102864593790000000
9014878,1574935328,2312339201373639625
9014790,1574934047,2153721776234701788
9014665,1574932077,2158191487005527598
9014655,1574931844,2091865160409868502
9014639,1574931595,2245376656523759970
9014601,1574931009,2122200869100136186
9014583,1574930791,2095807175646684532
9014428,1574928503,2101369693607675974
9014403,1574928050,2396412879415983691
9014399,1574927994,2165103089606402302
9014169,1574924459,2239350612108457240
9014094,1574923246,2140298967068348201
9014001,1574921869,2109263836695985708
9013914,1574920555,2166139775014307660
9013631,1574916195,2210747579533536157
9013479,1574914036,2101173020874731800
9013401,1574912639,2165441459798817751
9013321,1574911632,2044460637548405752
9013250,1574910468,2105084671700000000
9013198,1574909631,2114395194472026427
9013027,1574907072,2085721489818262940
9012925,1574905165,2026356049655759508
9012835,1574903688,2050666802815466742
9012769,1574902443,2071446124000000000
9012718,1574901804,2048140462879513000
9012643,1574900594,2080867561287724194
9012569,1574899257,2204246670527420308
9012498,1574898304,2089834718010243542
9012346,1574895896,2262108975052080000
9012195,1574893668,2034139426225205980
9011926,1574889493,2073175411505985000
9011887,1574888949,2092403666192317336
9011490,1574882909,2084283960721838000
9010897,1574874209,2043719200585212750
9010824,1574873294,2095996129383293485
9010418,1574866922,2126162195231112550
9010379,1574866397,2121113204405808423
9010228,1574864118,2172380627198840742
9010195,1574863670,2087193672851764663
9010077,1574861954,2048190963047447563
9009949,1574859831,2079844198455376000
9009939,1574859665,2196781211566322840
9009859,1574858514,2166661605450801025
9009792,1574857502,2296170811900000000
9009550,1574853660,2139252825004362380
9009184,1574848284,2079023692952025138
9009135,1574847467,2292318124713188199
9009085,1574846564,2056184960227723508
9008866,1574843277,2052626843812656250
9008805,1574842406,2162815623512745535
9008711,1574840948,2049042474606916032
9008643,1574839908,2110771337401175625
9008579,1574838860,2152658090607948098
9008525,1574838120,2079217346135465944
9008341,1574835193,2018391375664000000
9008335,1574835148,2070597670167502788
9008256,1574833923,2086230899972828833
9008209,1574833157,2028679625875000000
9008117,1574831929,2078448427296070000
9008039,1574830591,2109223296839749749
9007882,1574827819,2109293860259862400
9007863,1574827601,2122334427620107633
9007518,1574822188,2139573625974554240
9007276,1574818700,2077766272577844254
9007227,1574817906,2161393277500000000
9007221,1574817816,2154556107976602352
9007175,1574817010,2034589207752764762
9006866,1574812216,2051638151391544540
9006722,1574809983,2075511998416993442
9006696,1574809403,2002940057000000000
9006587,1574807706,2008262184000000000
9006480,1574806117,2129035274751376669
9006415,1574805141,2024316217651958140
9005961,1574798329,2131267775917706227
9005898,1574797259,2099361250473319800
9005755,1574794913,2121956963165238840
9005733,1574794565,2101882874539050284
9005694,1574793961,2113421631772017068
9005645,1574793047,2109026537488450415
9005630,1574792732,2079335333333728245
9005566,1574792001,2124111530594630173
9005421,1574789951,2058159655280021500
9005345,1574788866,2060864992796314182
9005335,1574788724,2104944842491981166
9005293,1574787990,2116701078039123936
9005284,1574787877,2143177320285006364
9005275,1574787648,2174793366121740622
9005097,1574784974,2198019296899165136
9004931,1574782539,2047768338208428754
9004903,1574782168,2167972874921115000
9004902,1574782162,2118402576450000000
9004796,1574780660,2109146340695998324
9004773,1574780321,2110168044645344394
9004754,1574780022,2162441733422712872
9004738,1574779708,2180204174660925048
9004535,1574776603,2183320263447625200
9004507,1574776119,2103674612314251160
9004470,1574775652,2150356135669440608
9004422,1574774887,2161461185248315480
9004316,1574773579,2092108110500049562
9004282,1574773003,2112083508727601301
9004278,1574772958,2261174803656615847
9004257,1574772657,2221019322688827875
9004250,1574772566,2175043019446182519
9004152,1574771003,2132451834727990496
9004122,1574770526,2219292642727365350
9003968,1574768210,2098392167092244685
9003967,1574768201,2144623934973128971
9003882,1574766963,2104291347147721397
9003867,1574766782,2250339272745913817
9003725,1574764625,2101500261549272564
9003699,1574764269,2131874320189909491
9003563,1574762300,2125816016778200000
9003469,1574760696,2185579647807291484
9003354,1574759047,2159205209991739800
9003167,1574756181,2225792139686806209
9003122,1574755517,2177945664502047220
9003109,1574755384,2155466085152043577
9003003,1574753831,2000000000000000000
9002971,1574753300,2160275044075039000
9002962,1574753186,2125121905996407040
9002879,1574751860,2211353350590619660
9002684,1574748722,2014888116481582600
9002652,1574748358,2171495316575738604
9002588,1574747391,2245139519835305100
9002567,1574747118,2094924508407420528
9002565,1574747109,2069891563538652805
9002506,1574746154,2164459898776579313
9002323,1574743262,2083766995322047824
9002289,1574742862,2127073094338993335
9002272,1574742640,2107166870945213562
9002039,1574739009,2265711123480013914
9001991,1574738365,2126034665420289552
9001759,1574734581,2139304994850182468
9001712,1574733700,2257692380334197583
9001410,1574728962,2122746281829610304
9001085,1574723664,2126217633784171660
9001056,1574723282,2040533407184104792
9001039,1574723001,2107951682320287182
9000907,1574720900,2051945706003116710
9000790,1574719076,2150093535107833956
9000653,1574716788,2157851150651389184
9000626,1574716417,2017033773042979000
9000389,1574713013,2149366311921515302
9000376,1574712844,2037758233150022628
9000275,1574711416,2242426694072379452
9000200,1574710314,2137487599486135164
9000105,1574708612,2193522156573732755
9000024,1574706962,2142366455910905400
8999982,1574706185,2066806296680663890
8999699,1574702072,2132233496431553474
8999697,1574702045,2182838684344507216
8999510,1574699556,2128779934497452160
8999477,1574699050,2077743712500000000
8999375,1574697608,2218002217300907605
8999317,1574696630,2177191903323970832
8999286,1574696130,2164661753232867718
8999255,1574695779,2081366612477927975
8999195,1574694939,2186553493583189864
8999167,1574694606,2167162859903540131
8999071,1574693249,2273375926808783932
8998973,1574691853,2149841314696551766
8998950,1574691557,2088744576485938773
8998879,1574690656,2192891881679930849
8998873,1574690616,2229009914707104036
8998720,1574688254,2243442155246805298
